"V1","V2"
0.903438562557277,0.319005351393868
0.904253430560052,0.317686656196622
0.908268036378199,0.305650906514822
0.909846595155341,0.302516630866905
0.913288949329792,0.293442408890907
0.912702207206316,0.294692268049293
0.914640835001105,0.289040344208969
0.914255532880975,0.289499020042117
0.915459765883424,0.2864795737742
0.915396976370293,0.286031659740089
0.916509218158852,0.281467221240641
0.921233581902015,0.272062299144456
0.918885523984193,0.277000543797767
0.914916848658234,0.286244279588675
0.915182272896765,0.28744588934716
0.914372586305104,0.288385085112451
0.909605335864099,0.29813864676372
0.900650806139765,0.319534317363074
0.898245726136219,0.329860690804336
0.90455394625824,0.314999654188528
0.903958297479842,0.316128480951582
0.910665187231286,0.298863375346122
0.914618496869102,0.290583905276224
0.914471967701666,0.290721030167894
0.916116266349582,0.28754323581002
0.915333425905208,0.288972273563489
0.915862517287823,0.287205150338611
0.918283943801615,0.280486825922889
0.918454283031454,0.278327594937587
0.920395737866342,0.273214432532143
0.902819913952632,0.31806172976973
0.903862090162034,0.316390576590765
0.905328755995628,0.312751509369203
0.911038207176477,0.297900118964117
0.908093368572626,0.30527783734689
0.907452404500887,0.308718372150604
0.906256189340303,0.311588130617546
0.906055790594787,0.308764369096635
0.90555440057189,0.309774797928744
0.903997516751786,0.315345448926775
0.924995941459179,0.263976922023354
0.923513873741797,0.267803390071945
0.922016257654312,0.271525260119033
0.923849494550125,0.266789555932869
0.924928103921686,0.264219858358829
0.926435542432557,0.260137615578668
0.925541341796771,0.262098902704364
0.922946539478216,0.268853601303595
0.926705343722918,0.259760402372147
0.921530703223767,0.273559065602224
0.923547392324523,0.268003106025574
0.923726769999548,0.2673505438641
0.925407129390034,0.263152348993175
0.926740570429594,0.259469513297175
0.92270382060696,0.27020532906454
0.925056589776238,0.262938277686169
0.917831993794617,0.27808915701556
0.918174857352253,0.277086602345834
0.918798875895919,0.275219683717613
0.923210783576176,0.268145247767621
0.925622544249693,0.262287447284053
0.925354333667487,0.263309957712122
0.925849723666941,0.261790212309682
0.924943365365209,0.26375700467127
0.925447704749874,0.26267486388063
0.926055108423165,0.262030672710225
0.924706107052864,0.264633756198499
0.924005124207929,0.265692323644972
0.924417063505429,0.265748110435747
0.925863784226262,0.261394791117747
0.923795391313885,0.266570987527047
0.924422578541107,0.265325827484691
0.925434294765442,0.26358185850998
0.925432077793381,0.263427588717405
0.921983650800474,0.271469686385639
0.923644474807843,0.267073268509798
0.924741072288494,0.264264631173278
0.922121527646651,0.272430771046226
0.924507244323017,0.26534850691918
0.925966823674342,0.261352478439393
0.917397508214981,0.282555757918874
0.910055322109081,0.298453844599718
0.904287115328439,0.312379486729412
0.908827374325494,0.302016571054234
0.905984680153031,0.305290370896568
0.90656336992615,0.305385698760685
0.910286728383663,0.297911324920061
0.909714753522327,0.299980229779063
0.912950883266053,0.291349106806831
0.922005657943042,0.270544455764044
0.92174187688553,0.271963818862035
0.923342139316212,0.266895874611008
0.911964641929731,0.295189834642671
0.914454621529105,0.289131748946679
0.913351913061007,0.292623065919742
0.918179487475942,0.280871562278573
0.917338577413946,0.28257940958894
0.919771133211808,0.276435647710234
0.919110314869812,0.279817335424828
0.917647109649281,0.283000471818929
0.92076250661999,0.273867407706449
0.924707817447324,0.26413116047798
0.922591149677504,0.269305843116349
0.92138615097204,0.272263689195629
0.918488860144164,0.280365524316077
0.922255529848857,0.270897400819729
0.921099881127818,0.274232259276531
0.920167723188036,0.275392335135084
0.920502938093704,0.2746054589405
0.917246479324872,0.283754503038106
0.917621228264046,0.28292592848853
0.917530306245361,0.282818834685027
0.921831944411608,0.271487430679974
0.926339213620159,0.259423883192554
0.925010922395743,0.263762160042426
0.924278204037607,0.266016864340547
0.924807360816061,0.264301097704937
0.923707998972759,0.267341420210033
0.922127179570647,0.270826105874418
0.920400620710212,0.276294831541144
0.76828181019895,0.477536734056255
0.771568921404613,0.476181418373166
0.761935360506351,0.474832181724748
0.766181030055504,0.461819532978995
0.776608660026341,0.468054215382199
0.787454277785761,0.465061511937578
0.772841550792864,0.476345710216507
0.77339103382923,0.472394231552323
0.748476495469662,0.46671168742913
0.770492906127327,0.466052991482467
0.778775201168844,0.472197131023297
0.786753422062389,0.466532827227617
0.809012592159788,0.44598039323084
0.802108816665827,0.437743268041365
0.793576656875667,0.44114187366213
0.786668985727937,0.446725074100449
0.791972372584265,0.453697122960915
0.79198214304621,0.445988355049789
0.811220933569458,0.429782239942863
0.802629299907463,0.445385026748759
0.793229972809748,0.440350068762909
0.76588336731078,0.4587649825806
0.793947607670757,0.464034608249503
0.796583386282885,0.457039979152081
0.795203526008946,0.462566150783303
0.797228945795248,0.450465798249002
0.794356472804974,0.455415323055566
0.810038580001475,0.438655976732248
0.816903610738375,0.441527522480282
0.816756605685062,0.433671656369559
0.748123574426935,0.440031483018584
0.829302110968833,0.404695480306917
0.835041221130502,0.398827622623587
0.65802940819485,0.435360117222841
0.799338070580219,0.416363316844325
0.826462698790975,0.408654827676994
0.849376762535823,0.396967697101562
0.611707881281315,0.456800103292093
0.826615295397817,0.401092492434979
0.813076707708758,0.410878246305533
0.924216242993536,0.2660610068125
0.923285948039339,0.270095795364238
0.922048480056724,0.27332929830223
0.92450627228044,0.266687237505491
0.923705479095089,0.267761099904863
0.924981508194243,0.264777868689454
0.9251066402553,0.263716377078756
0.923947579997616,0.268406667174552
0.918586678720321,0.282599088400735
0.918012088835115,0.28395042483482
0.91727380864878,0.285808937072029
0.916202748489687,0.287772678127875
0.918036987953409,0.283788872398691
0.915124989528142,0.289062439978437
0.918513189518561,0.281751802295616
0.917282893352677,0.285557310659227
0.915702860984238,0.291089010742119
0.91778038447279,0.284878535845389
0.917233510470269,0.286458953228553
0.918992866338105,0.281038033426342
0.917725294789682,0.282025843777149
0.917312372358157,0.285182769637036
